question_id,qwen_sample0_correct,n_seeds,teacher_greedy_correct,teacher_latency_ms,teacher_completion_tokens,y_score,y_true
trivia_qa_385,0.0,2,0.0,15714.587211608887,256.0,0.0009079098817892,0.0
trivia_qa_386,0.0,2,1.0,6713.21964263916,116.0,2.381414354601929e-08,0.0
trivia_qa_387,0.0,2,1.0,4457.300662994385,77.0,0.0292811095714569,0.0
trivia_qa_388,1.0,2,1.0,4636.476993560791,81.0,0.7589660882949829,1.0
trivia_qa_389,0.0,2,1.0,7405.70855140686,129.0,6.018621206749231e-05,0.0
trivia_qa_39,0.0,2,1.0,8750.468730926514,125.0,5.102854139238389e-09,0.0
trivia_qa_390,1.0,2,1.0,3668.588399887085,64.0,0.999057114124298,1.0
trivia_qa_391,1.0,2,1.0,4286.692142486572,63.0,0.8809421062469482,1.0
trivia_qa_392,1.0,2,1.0,1506.2346458435059,26.0,0.9799347519874572,1.0
trivia_qa_393,0.0,2,0.0,3418.713331222534,59.0,6.677827286694082e-07,0.0
trivia_qa_394,1.0,2,1.0,3479.8245429992676,59.0,1.0,1.0
trivia_qa_395,1.0,2,1.0,2777.538537979126,48.0,0.0122401732951402,1.0
trivia_qa_396,1.0,2,1.0,2788.5828018188477,48.0,1.0,1.0
trivia_qa_397,0.0,2,1.0,5282.909870147705,92.0,1.8540958990342915e-05,0.0
trivia_qa_398,0.0,2,0.0,14833.919525146484,256.0,4.2300649203026736e-14,0.0
trivia_qa_399,0.0,2,0.0,15121.923208236694,256.0,1.9027623189760883e-15,0.0
trivia_qa_4,1.0,2,1.0,3670.213222503662,64.0,0.9990450739860536,1.0
trivia_qa_40,0.0,2,0.0,11392.958402633667,160.0,0.999995231628418,0.0
trivia_qa_400,1.0,2,1.0,3140.245199203491,54.0,0.9999536275863647,1.0
trivia_qa_401,1.0,2,1.0,2337.0306491851807,41.0,0.9999994039535522,1.0
trivia_qa_402,1.0,2,1.0,11004.835367202759,193.0,0.0017140971031039,1.0
trivia_qa_403,0.0,2,0.0,14920.154094696045,256.0,0.3615770637989044,0.0
trivia_qa_404,1.0,2,1.0,7256.409645080566,126.0,0.5024604797363281,1.0
trivia_qa_405,1.0,2,1.0,3845.959186553955,67.0,0.839641809463501,1.0
trivia_qa_406,1.0,2,1.0,2954.515218734741,51.0,0.9998939037322998,1.0
trivia_qa_407,1.0,2,1.0,7473.460674285889,106.0,0.9904327392578124,1.0
trivia_qa_408,1.0,2,1.0,2601.961612701416,45.0,0.990580141544342,1.0
trivia_qa_409,1.0,2,1.0,2126.0457038879395,37.0,1.0,1.0
trivia_qa_41,0.0,2,1.0,4472.288608551025,78.0,0.1876487135887146,0.0
trivia_qa_410,1.0,2,1.0,2862.3695373535156,50.0,0.589729905128479,1.0
trivia_qa_411,0.0,2,1.0,7318.719148635864,128.0,0.9895678162574768,0.0
trivia_qa_412,1.0,2,0.0,4408.59842300415,77.0,0.9999996423721312,1.0
trivia_qa_413,1.0,2,1.0,2639.4717693328857,46.0,1.0,1.0
trivia_qa_414,1.0,2,1.0,2506.4377784729004,44.0,0.9999568462371826,1.0
trivia_qa_415,0.0,2,0.0,7878.26681137085,135.0,0.6873233318328857,0.0
trivia_qa_416,0.0,2,0.0,14630.458116531372,256.0,0.0008222077158279,0.0
trivia_qa_417,1.0,2,1.0,3478.1408309936523,61.0,0.9996490478515624,1.0
trivia_qa_418,1.0,2,1.0,6711.13920211792,116.0,0.975890576839447,1.0
trivia_qa_419,1.0,2,1.0,13899.116516113281,216.0,0.2740947604179382,1.0
trivia_qa_42,0.0,2,1.0,6985.77618598938,122.0,0.9999997615814208,0.0
trivia_qa_420,1.0,2,1.0,4526.938199996948,79.0,0.990165650844574,1.0
trivia_qa_421,1.0,2,1.0,2683.673620223999,47.0,0.99996817111969,1.0
trivia_qa_422,0.0,2,1.0,6239.886999130249,109.0,0.0008669138769619,0.0
trivia_qa_423,0.0,2,0.0,15618.899822235107,256.0,0.9999970197677612,0.0
trivia_qa_424,1.0,2,1.0,3587.8212451934814,62.0,1.2788133062713314e-05,1.0
trivia_qa_425,1.0,2,1.0,2901.4904499053955,50.0,0.9999988079071044,1.0
trivia_qa_426,1.0,2,1.0,2498.6538887023926,43.0,0.9999991655349731,1.0
trivia_qa_427,0.0,2,0.0,15833.361625671387,256.0,0.0002725843805819,0.0
trivia_qa_428,0.5,2,1.0,4289.762496948242,74.0,0.9908893704414368,1.0
trivia_qa_429,1.0,2,1.0,3074.834108352661,53.0,0.9321361184120178,1.0
trivia_qa_43,1.0,2,0.0,5240.008592605591,92.0,0.9997188448905944,1.0
trivia_qa_430,1.0,2,1.0,3861.6695404052734,67.0,0.999988317489624,1.0
trivia_qa_431,0.5,2,1.0,3740.9520149230957,65.0,0.8391468524932861,1.0
trivia_qa_432,0.0,2,1.0,7230.920076370239,125.0,0.9135347604751588,0.0
trivia_qa_433,0.0,2,1.0,11411.640644073486,199.0,8.296441592392512e-06,0.0
trivia_qa_434,0.0,2,0.0,5597.267627716064,94.0,1.317523978805468e-09,0.0
trivia_qa_435,0.0,2,1.0,4504.446744918823,61.0,0.0003997066232841,0.0
trivia_qa_436,0.0,2,0.0,2999.346971511841,52.0,0.9945527911186218,0.0
trivia_qa_437,1.0,2,1.0,4965.003490447998,66.0,0.9999030828475952,1.0
trivia_qa_438,0.0,2,0.0,4596.23908996582,80.0,0.0009701492963358,0.0
trivia_qa_439,1.0,2,0.0,14689.366817474365,256.0,0.0010078307241201,1.0
trivia_qa_44,0.0,2,1.0,3016.298532485962,52.0,0.3428768813610077,0.0
trivia_qa_440,0.0,2,1.0,5486.603498458862,96.0,0.6342676877975464,0.0
trivia_qa_441,0.5,2,1.0,12409.84320640564,199.0,0.0013213166967034,1.0
trivia_qa_442,0.0,2,0.0,14829.66423034668,256.0,0.0010110610164701,0.0
trivia_qa_443,0.0,2,0.0,16178.74550819397,256.0,3.1155154844864086e-11,0.0
trivia_qa_444,1.0,2,1.0,2195.6543922424316,38.0,1.0,1.0
trivia_qa_445,0.0,2,0.0,7025.242328643799,123.0,0.9949265718460084,0.0
trivia_qa_446,0.5,2,1.0,18671.550035476685,256.0,0.0195093993097543,1.0
trivia_qa_447,0.5,2,1.0,3277.4534225463867,57.0,0.1619035303592682,0.0
trivia_qa_448,0.0,2,1.0,7986.937046051025,138.0,2.2431236175179947e-06,0.0
trivia_qa_449,1.0,2,1.0,4031.987428665161,57.0,0.0370256453752517,1.0
trivia_qa_45,1.0,2,1.0,4465.284109115601,76.0,1.0,1.0
trivia_qa_450,0.0,2,1.0,4345.8898067474365,59.0,0.0022568174172192,0.0
trivia_qa_451,0.0,2,0.0,15762.332916259766,256.0,3.6854050904366886e-06,0.0
trivia_qa_452,1.0,2,1.0,2283.04123878479,40.0,0.3782923221588135,1.0
trivia_qa_453,1.0,2,1.0,2627.3579597473145,46.0,1.0,1.0
trivia_qa_454,0.0,2,1.0,12998.60143661499,225.0,5.690428679372417e-06,0.0
trivia_qa_455,1.0,2,1.0,3162.6291275024414,49.0,0.9160314202308656,1.0
trivia_qa_456,1.0,2,1.0,2788.628578186035,48.0,0.9999971389770508,1.0
trivia_qa_457,1.0,2,1.0,2404.923439025879,42.0,1.0,1.0
trivia_qa_458,0.0,2,1.0,2773.2911109924316,48.0,0.5851395726203918,0.0
trivia_qa_459,1.0,2,1.0,3351.063013076782,58.0,0.9916410446166992,1.0
trivia_qa_46,1.0,2,1.0,3952.2743225097656,68.0,0.996793568134308,1.0
trivia_qa_460,1.0,2,1.0,4517.072916030884,65.0,0.8174303770065308,1.0
trivia_qa_461,0.0,2,1.0,14879.588603973389,256.0,0.0658030211925506,0.0
trivia_qa_462,1.0,2,1.0,5447.570562362671,95.0,2.669539185262693e-07,1.0
trivia_qa_463,0.0,2,0.0,14739.829540252686,256.0,0.9997606873512268,0.0
trivia_qa_464,1.0,2,1.0,2234.3075275421143,39.0,1.0,1.0
trivia_qa_465,1.0,2,1.0,15853.805303573608,256.0,0.9570818543434144,1.0
trivia_qa_466,1.0,2,1.0,3239.7708892822266,56.0,0.9999961853027344,1.0
trivia_qa_467,1.0,2,1.0,3352.327585220337,58.0,1.0,1.0
trivia_qa_468,0.0,2,0.0,5451.907396316528,94.0,5.0122780521633103e-05,0.0
trivia_qa_469,0.0,2,1.0,2661.5636348724365,46.0,0.9970603585243224,0.0
trivia_qa_47,1.0,2,1.0,14808.5777759552,256.0,0.9992645382881165,1.0
trivia_qa_470,1.0,2,1.0,3048.693895339966,47.0,0.597331702709198,1.0
trivia_qa_471,1.0,2,1.0,3891.1402225494385,42.0,0.9999945163726808,1.0
trivia_qa_472,1.0,2,1.0,2578.8514614105225,45.0,1.0,1.0
trivia_qa_473,1.0,2,1.0,14676.056385040283,256.0,0.0020068264566361,1.0
trivia_qa_474,1.0,2,1.0,2296.1976528167725,40.0,0.9999972581863404,1.0
trivia_qa_475,1.0,2,1.0,11327.31008529663,198.0,5.275575676932931e-05,1.0
trivia_qa_476,1.0,2,1.0,2804.852247238159,49.0,1.0,1.0
trivia_qa_477,1.0,2,1.0,2808.3367347717285,49.0,1.0,1.0
trivia_qa_478,1.0,2,1.0,3127.913475036621,54.0,0.9999836683273317,1.0
trivia_qa_479,1.0,2,1.0,4006.8302154541016,69.0,0.9999470710754396,1.0
trivia_qa_48,0.0,2,1.0,3760.6797218322754,66.0,0.9973556995391846,0.0
trivia_qa_480,1.0,2,1.0,2915.6994819641113,51.0,1.0,1.0
trivia_qa_481,0.0,2,0.0,16146.662950515747,256.0,1.0,0.0
trivia_qa_482,1.0,2,0.0,8408.252954483032,146.0,2.2032863034038286e-10,1.0
trivia_qa_483,0.0,2,1.0,14985.390424728394,256.0,9.321176912635563e-05,0.0
trivia_qa_484,1.0,2,1.0,2646.955966949463,46.0,0.899201512336731,1.0
trivia_qa_485,1.0,2,1.0,3386.951684951782,59.0,1.518554526848642e-15,1.0
trivia_qa_486,1.0,2,1.0,6063.168525695801,105.0,0.9977703094482422,1.0
trivia_qa_487,0.0,2,1.0,3582.667827606201,62.0,2.7618735423673435e-11,0.0
trivia_qa_488,1.0,2,1.0,4814.364671707153,84.0,0.9999831914901732,1.0
trivia_qa_489,1.0,2,1.0,3066.4103031158447,53.0,0.9999969005584716,1.0
trivia_qa_49,1.0,2,1.0,2809.4968795776367,49.0,1.0,1.0
trivia_qa_490,0.0,2,0.0,6300.782203674316,110.0,0.0010296768741682,0.0
trivia_qa_491,1.0,2,1.0,4013.9870643615723,70.0,0.0006923899054527,1.0
trivia_qa_492,1.0,2,0.0,14648.495435714722,256.0,9.494593479486556e-12,1.0
trivia_qa_493,1.0,2,1.0,4453.590631484985,64.0,1.0,1.0
trivia_qa_494,0.0,2,1.0,2652.0986557006836,46.0,0.9140669107437134,0.0
trivia_qa_495,0.0,2,1.0,8459.310293197632,148.0,0.0001272708614123,0.0
trivia_qa_496,0.0,2,1.0,4720.212936401367,64.0,1.4253998870117357e-06,0.0
trivia_qa_497,1.0,2,1.0,2801.253080368042,49.0,1.0,1.0
trivia_qa_498,1.0,2,1.0,6541.126728057861,93.0,0.6663081645965576,1.0
trivia_qa_499,1.0,2,1.0,5345.4909324646,74.0,0.8662956953048706,1.0
trivia_qa_5,0.0,2,1.0,6414.074659347534,111.0,0.9978370070457458,0.0
trivia_qa_50,1.0,2,1.0,2750.8599758148193,48.0,1.0,1.0
trivia_qa_51,0.0,2,1.0,6638.02433013916,115.0,0.0034998843912035,0.0
trivia_qa_52,0.0,2,0.0,15895.242929458618,256.0,3.885163550876314e-06,0.0
trivia_qa_53,0.0,2,0.0,15489.847660064697,256.0,0.0799290090799331,0.0
trivia_qa_54,0.0,2,0.0,6062.636137008667,101.0,0.9999972581863404,0.0
trivia_qa_55,1.0,2,1.0,2662.432909011841,46.0,1.0,1.0
trivia_qa_56,0.0,2,1.0,6007.620334625244,104.0,0.0006896145059727,0.0
trivia_qa_57,0.0,2,0.0,12587.718725204468,217.0,0.9946691393852234,0.0
trivia_qa_58,1.0,2,1.0,5011.536598205566,87.0,2.929813547325466e-07,1.0
trivia_qa_59,0.0,2,1.0,6782.937049865723,117.0,3.3656376297042095e-11,0.0
trivia_qa_6,0.0,2,0.0,7002.211570739746,121.0,0.0006080217426642,0.0
trivia_qa_60,1.0,2,1.0,2399.449348449707,42.0,0.9999977350234984,1.0
trivia_qa_61,0.0,2,1.0,4187.098979949951,61.0,0.9380474090576172,0.0
trivia_qa_62,1.0,2,1.0,9710.814476013184,152.0,0.0084913307800889,1.0
trivia_qa_63,0.0,2,1.0,6688.7640953063965,94.0,0.0024564538616687,0.0
trivia_qa_64,0.5,2,0.0,14078.947305679321,223.0,0.8832754492759705,1.0
trivia_qa_65,0.0,2,1.0,8837.55373954773,155.0,0.9057790040969848,0.0
trivia_qa_66,1.0,2,1.0,14484.029293060303,206.0,0.977614164352417,1.0
trivia_qa_67,0.0,2,0.0,14697.102069854736,256.0,0.3024111688137054,0.0
trivia_qa_68,0.5,2,1.0,14668.90263557434,256.0,6.508021033369005e-05,0.0
trivia_qa_69,0.0,2,1.0,4645.336866378784,81.0,1.2855432942160404e-05,0.0
trivia_qa_7,0.0,2,0.0,14738.975763320923,256.0,7.122547452005634e-13,0.0
trivia_qa_70,0.0,2,1.0,4433.481931686401,59.0,0.0090148169547319,0.0
trivia_qa_71,1.0,2,0.0,2656.432867050171,46.0,0.2885176837444305,1.0
trivia_qa_72,1.0,2,1.0,2675.150156021118,45.0,0.0024102735333144,1.0
trivia_qa_73,0.0,2,0.0,7847.470760345459,136.0,0.5172232985496521,0.0
trivia_qa_74,1.0,2,1.0,5700.584650039673,80.0,0.6731764674186707,1.0
trivia_qa_75,1.0,2,1.0,4084.73801612854,70.0,1.581722273158448e-07,1.0
trivia_qa_76,1.0,2,1.0,3263.472080230713,57.0,1.0,1.0
trivia_qa_77,1.0,2,1.0,2840.965986251831,49.0,1.0,1.0
trivia_qa_78,1.0,2,1.0,4651.758193969727,63.0,0.9594407081604004,1.0
trivia_qa_79,0.0,2,1.0,4912.027835845947,86.0,0.0013670744374394,0.0
trivia_qa_8,1.0,2,1.0,5275.733709335327,92.0,0.999749720096588,1.0
trivia_qa_80,1.0,2,1.0,4148.21195602417,72.0,0.9716060757637024,1.0
trivia_qa_81,1.0,2,0.0,5831.926584243774,102.0,0.7211407423019409,1.0
trivia_qa_82,1.0,2,1.0,15765.530347824097,256.0,0.0046579279005527,1.0
trivia_qa_83,1.0,2,1.0,4852.473258972168,84.0,0.999955415725708,1.0
trivia_qa_84,0.5,2,1.0,4471.383810043335,79.0,0.7065439224243164,1.0
trivia_qa_85,0.0,2,1.0,15898.614883422852,256.0,0.9841939806938172,0.0
trivia_qa_86,0.5,2,1.0,4653.915166854858,79.0,4.0840717701939866e-05,1.0
trivia_qa_87,0.0,2,0.0,8465.567111968994,148.0,0.9790652990341188,0.0
trivia_qa_88,1.0,2,1.0,2524.5378017425537,44.0,1.0,1.0
trivia_qa_89,1.0,2,1.0,2789.6130084991455,48.0,0.9999574422836304,1.0
trivia_qa_9,1.0,2,1.0,3336.6708755493164,58.0,0.9878087043762208,1.0
trivia_qa_90,1.0,2,1.0,14666.061162948608,256.0,0.998460292816162,1.0
trivia_qa_91,0.5,2,1.0,4276.486396789551,74.0,1.443480073248793e-07,1.0
trivia_qa_92,0.0,2,1.0,7924.065113067627,137.0,0.0008213591645471,0.0
trivia_qa_93,0.0,2,1.0,7723.491668701172,135.0,0.3313640058040619,0.0
trivia_qa_94,1.0,2,0.0,16060.542106628418,256.0,0.0341795794665813,1.0
trivia_qa_95,1.0,2,1.0,2727.8168201446533,47.0,1.0,1.0
trivia_qa_96,0.0,2,0.0,14706.520795822144,256.0,0.3666930496692657,0.0
trivia_qa_97,1.0,2,1.0,3511.951208114624,61.0,1.0,1.0
trivia_qa_98,1.0,2,1.0,3881.4520835876465,67.0,0.03622917085886,1.0
trivia_qa_99,0.5,2,0.0,8059.567451477051,141.0,0.1066817492246627,0.0
